date,fips,ave_precip,Month,County
6/30/2015,36029,0.191333069,6,Erie
7/31/2015,36029,0.112272104,7,Erie
8/31/2015,36029,0.106330043,8,Erie
9/30/2015,36029,0.155276676,9,Erie
5/31/2016,36029,0.05849155,5,Erie
6/30/2016,36029,0.070741473,6,Erie
7/31/2016,36029,0.059509913,7,Erie
8/31/2016,36029,0.124512128,8,Erie
9/30/2016,36029,0.106533827,9,Erie
5/31/2017,36029,0.200183771,5,Erie
6/30/2017,36029,0.104503243,6,Erie
7/31/2017,36029,0.16080061,7,Erie
8/31/2017,36029,0.111879324,8,Erie
9/30/2017,36029,0.083608285,9,Erie
5/31/2018,36029,0.086901523,5,Erie
6/30/2018,36029,0.10382334,6,Erie
7/31/2018,36029,0.101116959,7,Erie
8/31/2018,36029,0.138633212,8,Erie
9/30/2018,36029,0.130902388,9,Erie
5/31/2019,36029,0.113263464,5,Erie
6/30/2019,36029,0.167482581,6,Erie
7/31/2019,36029,0.081437569,7,Erie
8/31/2019,36029,0.117179652,8,Erie
9/30/2019,36029,0.146676262,9,Erie
5/31/2020,36029,0.125251331,5,Erie
6/30/2020,36029,0.103547074,6,Erie
7/31/2020,36029,0.149681344,7,Erie
8/31/2020,36029,0.100848372,8,Erie
9/30/2020,36029,0.060627674,9,Erie
5/31/2002,36031,0.129416519,5,Essex
6/30/2002,36031,0.197224234,6,Essex
7/31/2002,36031,0.074210173,7,Essex
8/31/2002,36031,0.060735594,8,Essex
9/30/2002,36031,0.150702974,9,Essex
5/31/2003,36031,0.130664451,5,Essex
6/30/2003,36031,0.099990449,6,Essex
7/31/2003,36031,0.117371212,7,Essex
8/31/2003,36031,0.146198145,8,Essex
9/30/2003,36031,0.121699669,9,Essex
5/31/2004,36031,0.156609087,5,Essex
6/30/2004,36031,0.100355149,6,Essex
7/31/2004,36031,0.194273166,7,Essex
8/31/2004,36031,0.170140631,8,Essex
9/30/2004,36031,0.080944217,9,Essex
5/31/2005,36031,0.05778634,5,Essex
6/30/2005,36031,0.205300859,6,Essex
7/31/2005,36031,0.145053038,7,Essex
8/31/2005,36031,0.130150817,8,Essex
9/30/2005,36031,0.099671808,9,Essex
5/31/2006,36031,0.14629953,5,Essex
6/30/2006,36031,0.184029769,6,Essex
7/31/2006,36031,0.162349008,7,Essex
8/31/2006,36031,0.099192983,8,Essex
9/30/2006,36031,0.082050651,9,Essex
5/31/2007,36031,0.073724297,5,Essex
6/30/2007,36031,0.046717853,6,Essex
7/31/2007,36031,0.169462289,7,Essex
8/31/2007,36031,0.037006972,8,Essex
9/30/2007,36031,0.089245522,9,Essex
5/31/2008,36031,0.04422414,5,Essex
6/30/2008,36031,0.158643222,6,Essex
7/31/2008,36031,0.222556608,7,Essex
8/31/2008,36031,0.154573029,8,Essex
9/30/2008,36031,0.063536005,9,Essex
5/31/2009,36031,0.178478294,5,Essex
6/30/2009,36031,0.145131628,6,Essex
7/31/2009,36031,0.180330011,7,Essex
8/31/2009,36031,0.144654629,8,Essex
9/30/2009,36031,0.097170586,9,Essex
5/31/2010,36031,0.068461979,5,Essex
6/30/2010,36031,0.198750508,6,Essex
7/31/2010,36031,0.136286073,7,Essex
8/31/2010,36031,0.127663481,8,Essex
9/30/2010,36031,0.097199507,9,Essex
5/31/2011,36031,0.2845381,5,Essex
6/30/2011,36031,0.149926239,6,Essex
7/31/2011,36031,0.113914224,7,Essex
8/31/2011,36031,0.287756525,8,Essex
9/30/2011,36031,0.193259989,9,Essex
5/31/2012,36031,0.169599044,5,Essex
6/30/2012,36031,0.11217847,6,Essex
7/31/2012,36031,0.113635941,7,Essex
8/31/2012,36031,0.095530147,8,Essex
9/30/2012,36031,0.170055306,9,Essex
5/31/2013,36031,0.165669731,5,Essex
6/30/2013,36031,0.256572662,6,Essex
7/31/2013,36031,0.150115902,7,Essex
8/31/2013,36031,0.08608515,8,Essex
9/30/2013,36031,0.095026283,9,Essex
5/31/2014,36031,0.146565921,5,Essex
6/30/2014,36031,0.179890587,6,Essex
7/31/2014,36031,0.125935356,7,Essex
8/31/2014,36031,0.130797099,8,Essex
9/30/2014,36031,0.057227572,9,Essex
5/31/2015,36031,0.106347611,5,Essex
6/30/2015,36031,0.324409852,6,Essex
7/31/2015,36031,0.109507157,7,Essex
8/31/2015,36031,0.071418361,8,Essex
9/30/2015,36031,0.131323815,9,Essex
5/31/2016,36031,0.070181132,5,Essex
6/30/2016,36031,0.091780525,6,Essex
7/31/2016,36031,0.097209907,7,Essex
8/31/2016,36031,0.139514281,8,Essex
9/30/2016,36031,0.064834506,9,Essex
5/31/2017,36031,0.166647264,5,Essex
6/30/2017,36031,0.229448693,6,Essex
7/31/2017,36031,0.145706145,7,Essex
8/31/2017,36031,0.108812504,8,Essex
9/30/2017,36031,0.097942406,9,Essex
5/31/2018,36031,0.063003238,5,Essex
6/30/2018,36031,0.096455047,6,Essex
7/31/2018,36031,0.081604299,7,Essex
8/31/2018,36031,0.091033209,8,Essex
9/30/2018,36031,0.124416469,9,Essex
5/31/2019,36031,0.196836394,5,Essex
6/30/2019,36031,0.182589128,6,Essex
7/31/2019,36031,0.08320694,7,Essex
8/31/2019,36031,0.11752057,8,Essex
9/30/2019,36031,0.101248505,9,Essex
5/31/2020,36031,0.076158836,5,Essex
6/30/2020,36031,0.077335693,6,Essex
7/31/2020,36031,0.097631286,7,Essex
8/31/2020,36031,0.188941946,8,Essex
9/30/2020,36031,0.08913276,9,Essex
5/31/2002,36033,0.157735484,5,Franklin
6/30/2002,36033,0.2535,6,Franklin
7/31/2002,36033,0.112896238,7,Franklin
8/31/2002,36033,0.042037724,8,Franklin
9/30/2002,36033,0.159403195,9,Franklin
5/31/2003,36033,0.157769979,5,Franklin
6/30/2003,36033,0.097408549,6,Franklin
7/31/2003,36033,0.12582632,7,Franklin
8/31/2003,36033,0.134140524,8,Franklin
9/30/2003,36033,0.104326154,9,Franklin
5/31/2004,36033,0.132930974,5,Franklin
6/30/2004,36033,0.143820804,6,Franklin
7/31/2004,36033,0.108160406,7,Franklin
8/31/2004,36033,0.172773103,8,Franklin
9/30/2004,36033,0.097102682,9,Franklin
5/31/2005,36033,0.057454228,5,Franklin
6/30/2005,36033,0.132811981,6,Franklin
7/31/2005,36033,0.15763741,7,Franklin
8/31/2005,36033,0.113659429,8,Franklin
9/30/2005,36033,0.183588358,9,Franklin
5/31/2006,36033,0.112040171,5,Franklin
6/30/2006,36033,0.128673384,6,Franklin
7/31/2006,36033,0.118565615,7,Franklin
8/31/2006,36033,0.117979146,8,Franklin
9/30/2006,36033,0.115021098,9,Franklin
5/31/2007,36033,0.08350619,5,Franklin
6/30/2007,36033,0.053165873,6,Franklin
7/31/2007,36033,0.212892938,7,Franklin
8/31/2007,36033,0.053734153,8,Franklin
9/30/2007,36033,0.112797517,9,Franklin
5/31/2008,36033,0.058599299,5,Franklin
6/30/2008,36033,0.179645238,6,Franklin
7/31/2008,36033,0.175983003,7,Franklin
8/31/2008,36033,0.123423952,8,Franklin
9/30/2008,36033,0.081517177,9,Franklin
5/31/2009,36033,0.139820732,5,Franklin
6/30/2009,36033,0.115848101,6,Franklin
7/31/2009,36033,0.197369773,7,Franklin
8/31/2009,36033,0.097939515,8,Franklin
9/30/2009,36033,0.108941381,9,Franklin
5/31/2010,36033,0.068675918,5,Franklin
6/30/2010,36033,0.215393519,6,Franklin
7/31/2010,36033,0.138116247,7,Franklin
8/31/2010,36033,0.177755903,8,Franklin
9/30/2010,36033,0.11223309,9,Franklin
5/31/2011,36033,0.257618315,5,Franklin
6/30/2011,36033,0.099003588,6,Franklin
7/31/2011,36033,0.106959505,7,Franklin
8/31/2011,36033,0.212392884,8,Franklin
9/30/2011,36033,0.181705117,9,Franklin
5/31/2012,36033,0.131505713,5,Franklin
6/30/2012,36033,0.122932099,6,Franklin
7/31/2012,36033,0.109499946,7,Franklin
8/31/2012,36033,0.074049006,8,Franklin
9/30/2012,36033,0.172511496,9,Franklin
5/31/2013,36033,0.171722637,5,Franklin
6/30/2013,36033,0.280490419,6,Franklin
7/31/2013,36033,0.148929587,7,Franklin
8/31/2013,36033,0.10639112,8,Franklin
9/30/2013,36033,0.144403031,9,Franklin
5/31/2014,36033,0.171761795,5,Franklin
6/30/2014,36033,0.196620373,6,Franklin
7/31/2014,36033,0.117300792,7,Franklin
8/31/2014,36033,0.136053167,8,Franklin
9/30/2014,36033,0.071714306,9,Franklin
5/31/2015,36033,0.080973449,5,Franklin
6/30/2015,36033,0.314565526,6,Franklin
7/31/2015,36033,0.111029866,7,Franklin
8/31/2015,36033,0.114756588,8,Franklin
9/30/2015,36033,0.122793815,9,Franklin
5/31/2016,36033,0.073506015,5,Franklin
6/30/2016,36033,0.129232462,6,Franklin
7/31/2016,36033,0.115129664,7,Franklin
8/31/2016,36033,0.11918889,8,Franklin
9/30/2016,36033,0.080963578,9,Franklin
5/31/2017,36033,0.183101121,5,Franklin
6/30/2017,36033,0.279911095,6,Franklin
7/31/2017,36033,0.158778182,7,Franklin
8/31/2017,36033,0.123628953,8,Franklin
9/30/2017,36033,0.066503579,9,Franklin
5/31/2018,36033,0.074723245,5,Franklin
6/30/2018,36033,0.113542117,6,Franklin
7/31/2018,36033,0.081803906,7,Franklin
8/31/2018,36033,0.101634243,8,Franklin
9/30/2018,36033,0.118880684,9,Franklin
5/31/2019,36033,0.169268417,5,Franklin
6/30/2019,36033,0.138324033,6,Franklin
7/31/2019,36033,0.094686835,7,Franklin
8/31/2019,36033,0.114876175,8,Franklin
9/30/2019,36033,0.120130451,9,Franklin
5/31/2020,36033,0.060349116,5,Franklin
6/30/2020,36033,0.110134892,6,Franklin
7/31/2020,36033,0.112461585,7,Franklin
8/31/2020,36033,0.182270833,8,Franklin
9/30/2020,36033,0.076289344,9,Franklin
5/31/2002,36035,0.202626572,5,Fulton
6/30/2002,36035,0.247286858,6,Fulton
7/31/2002,36035,0.048178483,7,Fulton
8/31/2002,36035,0.151899897,8,Fulton
9/30/2002,36035,0.190443921,9,Fulton
5/31/2003,36035,0.155765284,5,Fulton
6/30/2003,36035,0.118283301,6,Fulton
7/31/2003,36035,0.17381667,7,Fulton
8/31/2003,36035,0.212898457,8,Fulton
9/30/2003,36035,0.181517295,9,Fulton
5/31/2004,36035,0.181896471,5,Fulton
6/30/2004,36035,0.087839392,6,Fulton
7/31/2004,36035,0.219245239,7,Fulton
8/31/2004,36035,0.152433631,8,Fulton
9/30/2004,36035,0.116965196,9,Fulton
5/31/2005,36035,0.072870226,5,Fulton
6/30/2005,36035,0.061252655,6,Fulton
7/31/2005,36035,0.108066899,7,Fulton
8/31/2005,36035,0.130466213,8,Fulton
9/30/2005,36035,0.12406667,9,Fulton
5/31/2006,36035,0.153721844,5,Fulton
6/30/2006,36035,0.352190436,6,Fulton
7/31/2006,36035,0.235649287,7,Fulton
8/31/2006,36035,0.120237619,8,Fulton
9/30/2006,36035,0.078057268,9,Fulton
5/31/2007,36035,0.085316426,5,Fulton
6/30/2007,36035,0.086643392,6,Fulton
7/31/2007,36035,0.170519155,7,Fulton
8/31/2007,36035,0.056693567,8,Fulton
9/30/2007,36035,0.090730326,9,Fulton
5/31/2008,36035,0.067482577,5,Fulton
6/30/2008,36035,0.151314101,6,Fulton
7/31/2008,36035,0.281949258,7,Fulton
8/31/2008,36035,0.131602875,8,Fulton
9/30/2008,36035,0.131848954,9,Fulton
5/31/2009,36035,0.171769815,5,Fulton
6/30/2009,36035,0.158267427,6,Fulton
7/31/2009,36035,0.203916836,7,Fulton
8/31/2009,36035,0.206594707,8,Fulton
9/30/2009,36035,0.100606712,9,Fulton
5/31/2010,36035,0.080205103,5,Fulton
6/30/2010,36035,0.180620428,6,Fulton
7/31/2010,36035,0.14783129,7,Fulton
8/31/2010,36035,0.187790576,8,Fulton
9/30/2010,36035,0.087431598,9,Fulton
5/31/2011,36035,0.192307445,5,Fulton
6/30/2011,36035,0.224594052,6,Fulton
7/31/2011,36035,0.080919926,7,Fulton
8/31/2011,36035,0.303133485,8,Fulton
9/30/2011,36035,0.328962601,9,Fulton
5/31/2012,36035,0.222953362,5,Fulton
6/30/2012,36035,0.114034458,6,Fulton
7/31/2012,36035,0.101222806,7,Fulton
8/31/2012,36035,0.121964712,8,Fulton
9/30/2012,36035,0.136988288,9,Fulton
5/31/2013,36035,0.183326982,5,Fulton
6/30/2013,36035,0.291544481,6,Fulton
7/31/2013,36035,0.191323468,7,Fulton
8/31/2013,36035,0.089433954,8,Fulton
9/30/2013,36035,0.110505247,9,Fulton
5/31/2014,36035,0.161427357,5,Fulton
6/30/2014,36035,0.237783426,6,Fulton
7/31/2014,36035,0.182473927,7,Fulton
8/31/2014,36035,0.124214183,8,Fulton
9/30/2014,36035,0.070751977,9,Fulton
5/31/2015,36035,0.070040251,5,Fulton
6/30/2015,36035,0.234955052,6,Fulton
7/31/2015,36035,0.101686913,7,Fulton
8/31/2015,36035,0.084506428,8,Fulton
9/30/2015,36035,0.195493074,9,Fulton
5/31/2016,36035,0.092956851,5,Fulton
6/30/2016,36035,0.116948023,6,Fulton
7/31/2016,36035,0.13315885,7,Fulton
8/31/2016,36035,0.179685103,8,Fulton
9/30/2016,36035,0.07202731,9,Fulton
5/31/2017,36035,0.217697311,5,Fulton
6/30/2017,36035,0.147506749,6,Fulton
7/31/2017,36035,0.17795332,7,Fulton
8/31/2017,36035,0.095567621,8,Fulton
9/30/2017,36035,0.083477167,9,Fulton
5/31/2018,36035,0.084692633,5,Fulton
6/30/2018,36035,0.093167736,6,Fulton
7/31/2018,36035,0.141546256,7,Fulton
8/31/2018,36035,0.138314754,8,Fulton
9/30/2018,36035,0.230445453,9,Fulton
5/31/2019,36035,0.182400894,5,Fulton
6/30/2019,36035,0.186795635,6,Fulton
7/31/2019,36035,0.130845894,7,Fulton
8/31/2019,36035,0.171015195,8,Fulton
9/30/2019,36035,0.082104403,9,Fulton
5/31/2020,36035,0.09483513,5,Fulton
6/30/2020,36035,0.085155591,6,Fulton
7/31/2020,36035,0.208396455,7,Fulton
8/31/2020,36035,0.17625369,8,Fulton
9/30/2020,36035,0.085225541,9,Fulton
5/31/2002,36037,0.162688263,5,Genesee
6/30/2002,36037,0.105660533,6,Genesee
7/31/2002,36037,0.081453814,7,Genesee
8/31/2002,36037,0.037176184,8,Genesee
9/30/2002,36037,0.096288998,9,Genesee
5/31/2003,36037,0.131527077,5,Genesee
6/30/2003,36037,0.09523695,6,Genesee
7/31/2003,36037,0.1018656,7,Genesee
8/31/2003,36037,0.115799342,8,Genesee
9/30/2003,36037,0.122972126,9,Genesee
5/31/2004,36037,0.154396043,5,Genesee
6/30/2004,36037,0.079702058,6,Genesee
7/31/2004,36037,0.186427781,7,Genesee
8/31/2004,36037,0.076826951,8,Genesee
9/30/2004,36037,0.150090501,9,Genesee
5/31/2005,36037,0.052087669,5,Genesee
6/30/2005,36037,0.108714992,6,Genesee
7/31/2005,36037,0.094006546,7,Genesee
8/31/2005,36037,0.152630404,8,Genesee
9/30/2005,36037,0.159440497,9,Genesee
5/31/2006,36037,0.04906594,5,Genesee
6/30/2006,36037,0.114450364,6,Genesee
7/31/2006,36037,0.224699382,7,Genesee
8/31/2006,36037,0.112049206,8,Genesee
9/30/2006,36037,0.202730412,9,Genesee
5/31/2007,36037,0.025470287,5,Genesee
6/30/2007,36037,0.056915602,6,Genesee
7/31/2007,36037,0.113303095,7,Genesee
8/31/2007,36037,0.063446769,8,Genesee
9/30/2007,36037,0.10817387,9,Genesee
5/31/2008,36037,0.066701423,5,Genesee
6/30/2008,36037,0.124464495,6,Genesee
7/31/2008,36037,0.150015267,7,Genesee
8/31/2008,36037,0.13917173,8,Genesee
9/30/2008,36037,0.074635946,9,Genesee
5/31/2009,36037,0.098780308,5,Genesee
6/30/2009,36037,0.153491381,6,Genesee
7/31/2009,36037,0.159200379,7,Genesee
8/31/2009,36037,0.125552522,8,Genesee
9/30/2009,36037,0.089223841,9,Genesee
5/31/2010,36037,0.08288298,5,Genesee
6/30/2010,36037,0.208897628,6,Genesee
7/31/2010,36037,0.170828116,7,Genesee
8/31/2010,36037,0.124520652,8,Genesee
9/30/2010,36037,0.082042267,9,Genesee
5/31/2011,36037,0.191824272,5,Genesee
6/30/2011,36037,0.075088527,6,Genesee
7/31/2011,36037,0.052805651,7,Genesee
8/31/2011,36037,0.174098058,8,Genesee
9/30/2011,36037,0.133331078,9,Genesee
5/31/2012,36037,0.068925541,5,Genesee
6/30/2012,36037,0.11697815,6,Genesee
7/31/2012,36037,0.068282573,7,Genesee
8/31/2012,36037,0.118530377,8,Genesee
9/30/2012,36037,0.15159807,9,Genesee
5/31/2013,36037,0.121334919,5,Genesee
6/30/2013,36037,0.223812534,6,Genesee
7/31/2013,36037,0.105849701,7,Genesee
8/31/2013,36037,0.110440898,8,Genesee
9/30/2013,36037,0.095534063,9,Genesee
5/31/2014,36037,0.115098757,5,Genesee
6/30/2014,36037,0.13070167,6,Genesee
7/31/2014,36037,0.184647277,7,Genesee
8/31/2014,36037,0.066266077,8,Genesee
9/30/2014,36037,0.049022503,9,Genesee
5/31/2015,36037,0.073317963,5,Genesee
6/30/2015,36037,0.204830068,6,Genesee
7/31/2015,36037,0.084593174,7,Genesee
8/31/2015,36037,0.100399033,8,Genesee
9/30/2015,36037,0.152232891,9,Genesee
5/31/2016,36037,0.048952368,5,Genesee
6/30/2016,36037,0.044932037,6,Genesee
7/31/2016,36037,0.055182589,7,Genesee
8/31/2016,36037,0.119613866,8,Genesee
9/30/2016,36037,0.089027881,9,Genesee
5/31/2017,36037,0.173035358,5,Genesee
6/30/2017,36037,0.118078328,6,Genesee
7/31/2017,36037,0.23088396,7,Genesee
8/31/2017,36037,0.10652207,8,Genesee
9/30/2017,36037,0.061993805,9,Genesee
5/31/2018,36037,0.07105536,5,Genesee
6/30/2018,36037,0.095247073,6,Genesee
7/31/2018,36037,0.094195927,7,Genesee
8/31/2018,36037,0.14394807,8,Genesee
9/30/2018,36037,0.09866774,9,Genesee
5/31/2019,36037,0.12249953,5,Genesee
6/30/2019,36037,0.145712592,6,Genesee
7/31/2019,36037,0.071750791,7,Genesee
8/31/2019,36037,0.12644845,8,Genesee
9/30/2019,36037,0.140929269,9,Genesee
5/31/2020,36037,0.108895842,5,Genesee
6/30/2020,36037,0.085882022,6,Genesee
7/31/2020,36037,0.178310222,7,Genesee
8/31/2020,36037,0.114274881,8,Genesee
9/30/2020,36037,0.062388779,9,Genesee
5/31/2002,36039,0.157239165,5,Greene
6/30/2002,36039,0.152038063,6,Greene
7/31/2002,36039,0.070859328,7,Greene
8/31/2002,36039,0.131053721,8,Greene
9/30/2002,36039,0.12882171,9,Greene
5/31/2003,36039,0.145591286,5,Greene
6/30/2003,36039,0.169685019,6,Greene
7/31/2003,36039,0.111459802,7,Greene
8/31/2003,36039,0.227305224,8,Greene
9/30/2003,36039,0.289651275,9,Greene
5/31/2004,36039,0.144423749,5,Greene
6/30/2004,36039,0.075523841,6,Greene
7/31/2004,36039,0.17778946,7,Greene
8/31/2004,36039,0.222854398,8,Greene
9/30/2004,36039,0.326660393,9,Greene
5/31/2005,36039,0.082110777,5,Greene
6/30/2005,36039,0.114168413,6,Greene
7/31/2005,36039,0.115115443,7,Greene
8/31/2005,36039,0.089767037,8,Greene
9/30/2005,36039,0.060785259,9,Greene
5/31/2006,36039,0.17321854,5,Greene
6/30/2006,36039,0.356605593,6,Greene
7/31/2006,36039,0.096028931,7,Greene
8/31/2006,36039,0.149199722,8,Greene
9/30/2006,36039,0.159684126,9,Greene
5/31/2007,36039,0.091244673,5,Greene
6/30/2007,36039,0.152918657,6,Greene
7/31/2007,36039,0.160652661,7,Greene
8/31/2007,36039,0.07825502,8,Greene
9/30/2007,36039,0.146449143,9,Greene
5/31/2008,36039,0.046379258,5,Greene
6/30/2008,36039,0.118687765,6,Greene
7/31/2008,36039,0.25472167,7,Greene
8/31/2008,36039,0.0945724,8,Greene
9/30/2008,36039,0.169100091,9,Greene
5/31/2009,36039,0.127007179,5,Greene
6/30/2009,36039,0.21000922,6,Greene
7/31/2009,36039,0.258620292,7,Greene
8/31/2009,36039,0.191705099,8,Greene
9/30/2009,36039,0.079108406,9,Greene
5/31/2010,36039,0.084693047,5,Greene
6/30/2010,36039,0.101307786,6,Greene
7/31/2010,36039,0.123563686,7,Greene
8/31/2010,36039,0.173053553,8,Greene
9/30/2010,36039,0.068131272,9,Greene
5/31/2011,36039,0.207427676,5,Greene
6/30/2011,36039,0.160609007,6,Greene
7/31/2011,36039,0.13146705,7,Greene
8/31/2011,36039,0.492312061,8,Greene
9/30/2011,36039,0.379955549,9,Greene
5/31/2012,36039,0.147700542,5,Greene
6/30/2012,36039,0.074928169,6,Greene
7/31/2012,36039,0.095073786,7,Greene
8/31/2012,36039,0.119083706,8,Greene
9/30/2012,36039,0.273214969,9,Greene
5/31/2013,36039,0.179222763,5,Greene
6/30/2013,36039,0.251350094,6,Greene
7/31/2013,36039,0.13973953,7,Greene
8/31/2013,36039,0.115091312,8,Greene
9/30/2013,36039,0.093400417,9,Greene
5/31/2014,36039,0.159959978,5,Greene
6/30/2014,36039,0.185023422,6,Greene
7/31/2014,36039,0.143406982,7,Greene
8/31/2014,36039,0.05203303,8,Greene
9/30/2014,36039,0.029749812,9,Greene
5/31/2015,36039,0.046510471,5,Greene
6/30/2015,36039,0.234835718,6,Greene
7/31/2015,36039,0.069797963,7,Greene
8/31/2015,36039,0.129990888,8,Greene
9/30/2015,36039,0.236358039,9,Greene
5/31/2016,36039,0.090678919,5,Greene
6/30/2016,36039,0.084536802,6,Greene
7/31/2016,36039,0.117706208,7,Greene
8/31/2016,36039,0.121062704,8,Greene
9/30/2016,36039,0.050559847,9,Greene
5/31/2017,36039,0.233199291,5,Greene
6/30/2017,36039,0.145867584,6,Greene
7/31/2017,36039,0.13615802,7,Greene
8/31/2017,36039,0.121877719,8,Greene
9/30/2017,36039,0.067256187,9,Greene
5/31/2018,36039,0.092530356,5,Greene
6/30/2018,36039,0.079401637,6,Greene
7/31/2018,36039,0.271238103,7,Greene
8/31/2018,36039,0.348968264,8,Greene
9/30/2018,36039,0.236763331,9,Greene
5/31/2019,36039,0.131032986,5,Greene
6/30/2019,36039,0.146743982,6,Greene
7/31/2019,36039,0.106303617,7,Greene
8/31/2019,36039,0.121540567,8,Greene
9/30/2019,36039,0.05975225,9,Greene
5/31/2020,36039,0.125971678,5,Greene
6/30/2020,36039,0.108803387,6,Greene
7/31/2020,36039,0.118444914,7,Greene
8/31/2020,36039,0.287191405,8,Greene
9/30/2020,36039,0.13014364,9,Greene
5/31/2002,36041,0.174192611,5,Hamilton
6/30/2002,36041,0.189693594,6,Hamilton
7/31/2002,36041,0.050154484,7,Hamilton
8/31/2002,36041,0.091945495,8,Hamilton
9/30/2002,36041,0.160837014,9,Hamilton
5/31/2003,36041,0.177134991,5,Hamilton
6/30/2003,36041,0.097902181,6,Hamilton
7/31/2003,36041,0.140054889,7,Hamilton
8/31/2003,36041,0.164049696,8,Hamilton
9/30/2003,36041,0.146279621,9,Hamilton
5/31/2004,36041,0.20390571,5,Hamilton
6/30/2004,36041,0.084159769,6,Hamilton
7/31/2004,36041,0.185224376,7,Hamilton
8/31/2004,36041,0.171471312,8,Hamilton
9/30/2004,36041,0.101419388,9,Hamilton
5/31/2005,36041,0.061802224,5,Hamilton
6/30/2005,36041,0.150631685,6,Hamilton
7/31/2005,36041,0.144483882,7,Hamilton
8/31/2005,36041,0.155342125,8,Hamilton
9/30/2005,36041,0.131702399,9,Hamilton
5/31/2006,36041,0.130877788,5,Hamilton
6/30/2006,36041,0.257812397,6,Hamilton
7/31/2006,36041,0.186170635,7,Hamilton
8/31/2006,36041,0.114427923,8,Hamilton
9/30/2006,36041,0.100903934,9,Hamilton
5/31/2007,36041,0.075695099,5,Hamilton
6/30/2007,36041,0.056428199,6,Hamilton
7/31/2007,36041,0.135416107,7,Hamilton
8/31/2007,36041,0.05431277,8,Hamilton
9/30/2007,36041,0.112750232,9,Hamilton
5/31/2008,36041,0.059695649,5,Hamilton
6/30/2008,36041,0.154656948,6,Hamilton
7/31/2008,36041,0.20307795,7,Hamilton
8/31/2008,36041,0.154579695,8,Hamilton
9/30/2008,36041,0.09011807,9,Hamilton
5/31/2009,36041,0.198128203,5,Hamilton
6/30/2009,36041,0.149803195,6,Hamilton
7/31/2009,36041,0.175101449,7,Hamilton
8/31/2009,36041,0.183721375,8,Hamilton
9/30/2009,36041,0.097977094,9,Hamilton
5/31/2010,36041,0.086016831,5,Hamilton
6/30/2010,36041,0.215653706,6,Hamilton
7/31/2010,36041,0.110202368,7,Hamilton
8/31/2010,36041,0.154103695,8,Hamilton
9/30/2010,36041,0.094072521,9,Hamilton
5/31/2011,36041,0.23217253,5,Hamilton
6/30/2011,36041,0.164737374,6,Hamilton
7/31/2011,36041,0.095220255,7,Hamilton
8/31/2011,36041,0.218922875,8,Hamilton
9/30/2011,36041,0.211429568,9,Hamilton
5/31/2012,36041,0.16625512,5,Hamilton
6/30/2012,36041,0.101879129,6,Hamilton
7/31/2012,36041,0.102803335,7,Hamilton
8/31/2012,36041,0.102979314,8,Hamilton
9/30/2012,36041,0.126776577,9,Hamilton
5/31/2013,36041,0.11875552,5,Hamilton
6/30/2013,36041,0.248962991,6,Hamilton
7/31/2013,36041,0.166644086,7,Hamilton
8/31/2013,36041,0.092633611,8,Hamilton
9/30/2013,36041,0.080813776,9,Hamilton
5/31/2014,36041,0.168239943,5,Hamilton
6/30/2014,36041,0.198720409,6,Hamilton
7/31/2014,36041,0.142206212,7,Hamilton
8/31/2014,36041,0.121917411,8,Hamilton
9/30/2014,36041,0.078823549,9,Hamilton
5/31/2015,36041,0.090424033,5,Hamilton
6/30/2015,36041,0.267071918,6,Hamilton
7/31/2015,36041,0.085252655,7,Hamilton
8/31/2015,36041,0.071546834,8,Hamilton
9/30/2015,36041,0.157590914,9,Hamilton
5/31/2016,36041,0.076369955,5,Hamilton
6/30/2016,36041,0.128507446,6,Hamilton
7/31/2016,36041,0.075700604,7,Hamilton
8/31/2016,36041,0.161490394,8,Hamilton
9/30/2016,36041,0.074996097,9,Hamilton
5/31/2017,36041,0.193408454,5,Hamilton
6/30/2017,36041,0.202402623,6,Hamilton
7/31/2017,36041,0.161419917,7,Hamilton
8/31/2017,36041,0.133329859,8,Hamilton
9/30/2017,36041,0.099619219,9,Hamilton
5/31/2018,36041,0.078250629,5,Hamilton
6/30/2018,36041,0.083580031,6,Hamilton
7/31/2018,36041,0.118497576,7,Hamilton
8/31/2018,36041,0.112037403,8,Hamilton
9/30/2018,36041,0.158449868,9,Hamilton
5/31/2019,36041,0.216225111,5,Hamilton
6/30/2019,36041,0.192808056,6,Hamilton
7/31/2019,36041,0.11208468,7,Hamilton
8/31/2019,36041,0.151736829,8,Hamilton
9/30/2019,36041,0.111258961,9,Hamilton
5/31/2020,36041,0.09077733,5,Hamilton
6/30/2020,36041,0.083253079,6,Hamilton
7/31/2020,36041,0.132410343,7,Hamilton
8/31/2020,36041,0.165691176,8,Hamilton
9/30/2020,36041,0.09284456,9,Hamilton
5/31/2002,36043,0.201544946,5,Herkimer
6/30/2002,36043,0.215620291,6,Herkimer
7/31/2002,36043,0.050935968,7,Herkimer
8/31/2002,36043,0.092017028,8,Herkimer
9/30/2002,36043,0.170737746,9,Herkimer
5/31/2003,36043,0.204458541,5,Herkimer
6/30/2003,36043,0.117354588,6,Herkimer
7/31/2003,36043,0.144393622,7,Herkimer
8/31/2003,36043,0.168562024,8,Herkimer
9/30/2003,36043,0.171668929,9,Herkimer
5/31/2004,36043,0.233049699,5,Herkimer
6/30/2004,36043,0.093709499,6,Herkimer
7/31/2004,36043,0.195375086,7,Herkimer
