date,fips,avg_temp,max_temp,min_temp,county,Month
2015-09-30,36001,65.34783821105957,77.246533203125,77.246533203125,Albany,9
2016-05-31,36001,56.95374248873803,68.04111419185516,68.04111419185516,Albany,5
2016-06-30,36001,65.39365221659342,76.91084696451823,76.91084696451823,Albany,6
2016-07-31,36001,71.50977436188728,82.66497433570123,82.66497433570123,Albany,7
2016-08-31,36001,71.15495718679121,81.51133752638295,81.51133752638295,Albany,8
2016-09-30,36001,63.96336186726888,75.67284278869629,75.67284278869629,Albany,9
2017-05-31,36001,54.78143335157825,64.45559495495212,64.45559495495212,Albany,5
2017-06-30,36001,64.94564781188964,75.92824516296386,75.92824516296386,Albany,6
2017-07-31,36001,69.19883654194493,79.06049199258128,79.06049199258128,Albany,7
2017-08-31,36001,66.78853877898186,77.65138453821982,77.65138453821982,Albany,8
2017-09-30,36001,63.38021570841472,74.50914866129557,74.50914866129557,Albany,9
2018-05-31,36001,60.56677762923702,72.53808040003622,72.53808040003622,Albany,5
2018-06-30,36001,64.25163637797037,75.36012229919433,75.36012229919433,Albany,6
2018-07-31,36001,72.52726154942667,84.09804805632561,84.09804805632561,Albany,7
2018-08-31,36001,71.48389434814453,80.58950362666961,80.58950362666961,Albany,8
2018-09-30,36001,63.84998842875163,72.36126352945963,72.36126352945963,Albany,9
2019-05-31,36001,55.69163956180696,65.48579259072581,65.48579259072581,Albany,5
2019-06-30,36001,64.35485572814942,75.44243087768555,75.44243087768555,Albany,6
2019-07-31,36001,71.34563741376323,83.08555283084992,83.08555283084992,Albany,7
2019-08-31,36001,67.50456668484595,79.19596198297316,79.19596198297316,Albany,8
2019-09-30,36001,59.57856076558431,71.73030764261881,71.73030764261881,Albany,9
2020-05-31,36001,55.40776615758096,68.03410228606194,68.03410228606194,Albany,5
2020-06-30,36001,65.86671625773111,77.96618461608887,77.96618461608887,Albany,6
2020-07-31,36001,73.71027226601878,84.18153922788558,84.18153922788558,Albany,7
2020-08-31,36001,68.88556917252079,79.67352011895949,79.67352011895949,Albany,8
2020-09-30,36001,59.90483283996582,71.48796208699544,71.48796208699544,Albany,9
2000-05-31,36003,54.782147684404926,68.16755676269531,68.16755676269531,Allegany,5
2000-06-30,36003,63.00950864156087,74.52393658955891,74.52393658955891,Allegany,6
2000-07-31,36003,62.908021250078754,75.44305715253276,75.44305715253276,Allegany,7
2000-08-31,36003,63.276510792393836,75.24204475648942,75.24204475648942,Allegany,8
2000-09-30,36003,56.57061602274577,69.36820793151855,69.36820793151855,Allegany,9
2001-05-31,36003,53.989669061476185,68.86409464190083,68.86409464190083,Allegany,5
2001-06-30,36003,62.123366292317705,75.40713768005371,75.40713768005371,Allegany,6
2001-07-31,36003,63.64055904265373,76.86094837803995,76.86094837803995,Allegany,7
2001-08-31,36003,66.69106563445061,81.27617768318423,81.27617768318423,Allegany,8
2001-09-30,36003,55.9434206644694,69.36395950317383,69.36395950317383,Allegany,9
2002-05-31,36003,48.11747311007592,61.353813048331965,61.353813048331965,Allegany,5
2002-06-30,36003,62.75626131693522,75.58267415364584,75.58267415364584,Allegany,6
2002-07-31,36003,67.03617317445817,80.88308445099861,80.88308445099861,Allegany,7
2002-08-31,36003,65.48104907620338,79.88364927230343,79.88364927230343,Allegany,8
2002-09-30,36003,60.52435925801595,75.17207298278808,75.17207298278808,Allegany,9
2003-05-31,36003,51.74572126327023,63.972708425214215,63.972708425214215,Allegany,5
2003-06-30,36003,59.22981287638346,70.50419934590657,70.50419934590657,Allegany,6
2003-07-31,36003,64.49821533695344,76.92252423686367,76.92252423686367,Allegany,7
2003-08-31,36003,66.51104305636498,78.52462104059035,78.52462104059035,Allegany,8
2003-09-30,36003,57.03372179667155,68.90755983988444,68.90755983988444,Allegany,9
2004-05-31,36003,57.537040587394465,70.2159175257529,70.2159175257529,Allegany,5
2004-06-30,36003,58.702593358357746,70.95525919596354,70.95525919596354,Allegany,6
2004-07-31,36003,64.82205298639113,75.18654890983335,75.18654890983335,Allegany,7
2004-08-31,36003,63.33495823029549,73.868468869117,73.868468869117,Allegany,8
2004-09-30,36003,60.120643361409506,72.22864824930826,72.22864824930826,Allegany,9
2005-05-31,36003,47.62153871597782,61.76398997153005,61.76398997153005,Allegany,5
2005-06-30,36003,65.86894086201985,78.71672693888347,78.71672693888347,Allegany,6
2005-07-31,36003,68.05594511955015,81.07211156045237,81.07211156045237,Allegany,7
2005-08-31,36003,67.1985596687563,80.56095935452369,80.56095935452369,Allegany,8
2005-09-30,36003,59.43468742370605,73.32145284016927,73.32145284016927,Allegany,9
2006-05-31,36003,52.562703532557336,65.98238052860383,65.98238052860383,Allegany,5
2006-06-30,36003,62.038428115844724,73.09026222229004,73.09026222229004,Allegany,6
2006-07-31,36003,67.63909346057522,79.1218003303774,79.1218003303774,Allegany,7
2006-08-31,36003,64.37490647838962,76.33453196863974,76.33453196863974,Allegany,8
2006-09-30,36003,55.44986661275228,64.99294293721518,64.99294293721518,Allegany,9
2007-05-31,36003,53.32257695351878,69.14518750098443,69.14518750098443,Allegany,5
2007-06-30,36003,62.75497245788574,77.62526041666666,77.62526041666666,Allegany,6
2007-07-31,36003,62.84945211102885,76.24572876961001,76.24572876961001,Allegany,7
2007-08-31,36003,65.31485206850114,78.02736749956685,78.02736749956685,Allegany,8
2007-09-30,36003,59.07929700215657,73.39285494486491,73.39285494486491,Allegany,9
2008-05-31,36003,48.17000912081811,62.26365981563445,62.26365981563445,Allegany,5
2008-06-30,36003,64.31874821980794,76.28727773030599,76.28727773030599,Allegany,6
2008-07-31,36003,65.90776098928144,78.29571951589277,78.29571951589277,Allegany,7
2008-08-31,36003,62.203187265703754,74.29874998523343,74.29874998523343,Allegany,8
2008-09-30,36003,57.833261235555014,71.07796185811361,71.07796185811361,Allegany,9
2009-05-31,36003,52.883171696816724,67.72593959685295,67.72593959685295,Allegany,5
2009-06-30,36003,59.260856755574544,70.55260798136393,70.55260798136393,Allegany,6
2009-07-31,36003,61.55628524288054,72.79189817367062,72.79189817367062,Allegany,7
2009-08-31,36003,65.24324121782857,76.63881769487935,76.63881769487935,Allegany,8
2009-09-30,36003,56.85816167195638,69.02768414815267,69.02768414815267,Allegany,9
2010-05-31,36003,55.89842261037519,68.77557766822076,68.77557766822076,Allegany,5
2010-06-30,36003,63.900858815511064,74.94936879475911,74.94936879475911,Allegany,6
2010-07-31,36003,68.45823349491242,80.57232542960874,80.57232542960874,Allegany,7
2010-08-31,36003,67.06753047820061,77.96178214780745,77.96178214780745,Allegany,8
2010-09-30,36003,57.50938555399577,68.35053304036458,68.35053304036458,Allegany,9
2011-05-31,36003,55.85496434857768,66.30731028895224,66.30731028895224,Allegany,5
2011-06-30,36003,63.552267456054686,74.75636990865071,74.75636990865071,Allegany,6
2011-07-31,36003,69.79167384486044,82.85270001811367,82.85270001811367,Allegany,7
2011-08-31,36003,65.24451581893429,76.53527192146548,76.53527192146548,Allegany,8
2011-09-30,36003,60.78720932006836,70.18719825744628,70.18719825744628,Allegany,9
2012-05-31,36003,59.147588914440526,72.07238831058625,72.07238831058625,Allegany,5
2012-06-30,36003,62.413988240559895,73.82330513000488,73.82330513000488,Allegany,6
2012-07-31,36003,69.07841602448494,81.17568083732358,81.17568083732358,Allegany,7
2012-08-31,36003,65.12077836067446,76.76828938145792,76.76828938145792,Allegany,8
2012-09-30,36003,57.286719512939456,68.95676638285319,68.95676638285319,Allegany,9
2013-05-31,36003,55.124705283872544,68.04452514648438,68.04452514648438,Allegany,5
2013-06-30,36003,62.00615895589193,72.4919797261556,72.4919797261556,Allegany,6
2013-07-31,36003,67.81217132076141,78.03096131355532,78.03096131355532,Allegany,7
2013-08-31,36003,63.181219039424775,74.8410410727224,74.8410410727224,Allegany,8
2013-09-30,36003,55.781756210327146,68.16325073242187,68.16325073242187,Allegany,9
2014-05-31,36003,54.333069709039506,66.23843777564264,66.23843777564264,Allegany,5
2014-06-30,36003,63.05513305664063,74.93927904764811,74.93927904764811,Allegany,6
2014-07-31,36003,64.06277736540764,74.97602376630229,74.97602376630229,Allegany,7
2014-08-31,36003,62.7316046684019,73.64637633292905,73.64637633292905,Allegany,8
2014-09-30,36003,58.07317008972168,69.17377713521321,69.17377713521321,Allegany,9
2015-05-31,36003,58.585821951589274,72.01773095900013,72.01773095900013,Allegany,5
2015-06-30,36003,61.1787520090739,71.32284736633301,71.32284736633301,Allegany,6
2015-07-31,36003,64.94874068229429,76.78114318847656,76.78114318847656,Allegany,7
2015-08-31,36003,63.96575767763199,75.28189160746913,75.28189160746913,Allegany,8
2015-09-30,36003,62.76602452596028,74.68409118652343,74.68409118652343,Allegany,9
2016-05-31,36003,52.849609867219,65.23603365498204,65.23603365498204,Allegany,5
2016-06-30,36003,61.47389272054036,75.14722531636556,75.14722531636556,Allegany,6
2016-07-31,36003,67.6924191136514,81.3241210445281,81.3241210445281,Allegany,7
2016-08-31,36003,69.74402913739604,81.42139090261152,81.42139090261152,Allegany,8
2016-09-30,36003,60.96562461853027,74.15820604960123,74.15820604960123,Allegany,9
2017-05-31,36003,52.696873326455396,63.405103375834805,63.405103375834805,Allegany,5
2017-06-30,36003,61.870914459228516,73.89965858459473,73.89965858459473,Allegany,6
2017-07-31,36003,66.25147948726531,76.8006114344443,76.8006114344443,Allegany,7
2017-08-31,36003,63.40341432632938,75.71485285605154,75.71485285605154,Allegany,8
2017-09-30,36003,59.90576540629069,71.97195523579916,71.97195523579916,Allegany,9
2018-05-31,36003,59.71585944391066,72.68326051773563,72.68326051773563,Allegany,5
2018-06-30,36003,62.23922424316406,73.14270324707032,73.14270324707032,Allegany,6
2018-07-31,36003,68.20194281301191,80.43682762884325,80.43682762884325,Allegany,7
2018-08-31,36003,68.39771160002678,78.01053151776713,78.01053151776713,Allegany,8
2018-09-30,36003,63.40348726908366,72.46601651509603,72.46601651509603,Allegany,9
2019-05-31,36003,54.428528693414506,65.40829689271989,65.40829689271989,Allegany,5
2019-06-30,36003,61.14328600565592,72.61668790181479,72.61668790181479,Allegany,6
2019-07-31,36003,69.24227966800812,79.95083224388861,79.95083224388861,Allegany,7
2019-08-31,36003,65.0446514006584,76.1140390211536,76.1140390211536,Allegany,8
2019-09-30,36003,59.87234382629394,71.83748296101888,71.83748296101888,Allegany,9
2020-05-31,36003,52.24830325957267,63.92187992219002,63.92187992219002,Allegany,5
2020-06-30,36003,63.24846420288086,75.93389129638672,75.93389129638672,Allegany,6
2020-07-31,36003,70.52338704755229,82.09008518342048,82.09008518342048,Allegany,7
2020-08-31,36003,66.81917301301033,79.23411929222846,79.23411929222846,Allegany,8
2020-09-30,36003,57.609017562866214,69.91090710957845,69.91090710957845,Allegany,9
2000-05-31,36005,60.868143881520915,70.61582405336442,70.61582405336442,Bronx,5
2000-06-30,36005,68.97874921162924,78.06908531188965,78.06908531188965,Bronx,6
2000-07-31,36005,70.65186629756805,79.33879040133569,79.33879040133569,Bronx,7
2000-08-31,36005,70.73787639987084,78.53072357177734,78.53072357177734,Bronx,8
2000-09-30,36005,64.94205245971679,73.69364725748697,73.69364725748697,Bronx,9
2001-05-31,36005,61.2146963304089,71.59372981902092,71.59372981902092,Bronx,5
2001-06-30,36005,70.59861208597819,80.50869649251302,80.50869649251302,Bronx,6
2001-07-31,36005,71.28653766262916,82.09864093411353,82.09864093411353,Bronx,7
2001-08-31,36005,75.46297430223034,85.35701284100932,85.35701284100932,Bronx,8
2001-09-30,36005,65.10834363301595,75.47817370096843,75.47817370096843,Bronx,9
2002-05-31,36005,57.59486573742282,67.63225456976122,67.63225456976122,Bronx,5
2002-06-30,36005,68.82888145446778,79.21424802144368,79.21424802144368,Bronx,6
2002-07-31,36005,75.6574465843939,86.19720188263923,86.19720188263923,Bronx,7
2002-08-31,36005,74.44883161975491,84.39774814728767,84.39774814728767,Bronx,8
2002-09-30,36005,66.6969357808431,76.49580891927083,76.49580891927083,Bronx,9
2003-05-31,36005,57.22527768534999,66.73906129406345,66.73906129406345,Bronx,5
2003-06-30,36005,66.39043782552083,74.82937774658203,74.82937774658203,Bronx,6
2003-07-31,36005,74.16488868959489,83.70331918039629,83.70331918039629,Bronx,7
2003-08-31,36005,74.61381161597467,83.18690662999308,83.18690662999308,Bronx,8
2003-09-30,36005,65.96192537943521,73.7271219889323,73.7271219889323,Bronx,9
2004-05-31,36005,63.40571089713804,74.6472772167575,74.6472772167575,Bronx,5
2004-06-30,36005,68.49497286478679,78.79508145650227,78.79508145650227,Bronx,6
2004-07-31,36005,72.61401834795552,81.91556869014617,81.91556869014617,Bronx,7
2004-08-31,36005,72.4667379317745,82.10710980815273,82.10710980815273,Bronx,8
2004-09-30,36005,67.58505032857259,77.77898813883463,77.77898813883463,Bronx,9
2005-05-31,36005,56.95836713237147,68.80661662932366,68.80661662932366,Bronx,5
2005-06-30,36005,72.88077748616537,84.61950047810872,84.61950047810872,Bronx,6
2005-07-31,36005,75.95985658707157,86.97362395255796,86.97362395255796,Bronx,7
2005-08-31,36005,77.00892762214907,88.33773582212386,88.33773582212386,Bronx,8
2005-09-30,36005,69.63119430541992,82.57744318644205,82.57744318644205,Bronx,9
2006-05-31,36005,61.290657412621286,73.00283604283487,73.00283604283487,Bronx,5
2006-06-30,36005,70.26573499043782,79.54835586547851,79.54835586547851,Bronx,6
2006-07-31,36005,76.80512434436429,87.85380012758317,87.85380012758317,Bronx,7
2006-08-31,36005,73.50816074494392,84.8328618695659,84.8328618695659,Bronx,8
2006-09-30,36005,64.31628774007162,74.50119005839029,74.50119005839029,Bronx,9
2007-05-31,36005,63.27115114273563,77.05183779808783,77.05183779808783,Bronx,5
2007-06-30,36005,70.7751651763916,83.13292185465495,83.13292185465495,Bronx,6
2007-07-31,36005,73.55385675737935,85.37686181837513,85.37686181837513,Bronx,7
2007-08-31,36005,72.59657582929057,84.07313660652407,84.07313660652407,Bronx,8
2007-09-30,36005,67.17518068949381,80.19588088989258,80.19588088989258,Bronx,9
2008-05-31,36005,57.429755303167525,69.90326223065776,69.90326223065776,Bronx,5
2008-06-30,36005,71.6017453511556,83.65715942382812,83.65715942382812,Bronx,6
2008-07-31,36005,75.52969704904864,87.1351554624496,87.1351554624496,Bronx,7
2008-08-31,36005,70.29109979444935,82.56786666377899,82.56786666377899,Bronx,8
2008-09-30,36005,66.12009150187174,77.31178614298503,77.31178614298503,Bronx,9
2009-05-31,36005,60.8149652788716,71.79992503504599,71.79992503504599,Bronx,5
2009-06-30,36005,67.05356419881186,76.72663180033366,76.72663180033366,Bronx,6
2009-07-31,36005,71.44309726838142,83.22229594569052,83.22229594569052,Bronx,7
2009-08-31,36005,75.05497052592617,85.31695704306325,85.31695704306325,Bronx,8
2009-09-30,36005,64.52207794189454,75.55432459513347,75.55432459513347,Bronx,9
2010-05-31,36005,64.30743039038873,76.18960657427388,76.18960657427388,Bronx,5
2010-06-30,36005,73.80869979858399,85.63909352620443,85.63909352620443,Bronx,6
2010-07-31,36005,79.10827144499748,90.16466719104397,90.16466719104397,Bronx,7
2010-08-31,36005,74.74078639861077,85.7058824108493,85.7058824108493,Bronx,8
2010-09-30,36005,68.88039372762044,79.36103057861328,79.36103057861328,Bronx,9
2011-05-31,36005,63.21958775674143,72.49235866915795,72.49235866915795,Bronx,5
2011-06-30,36005,71.16064440409342,80.93287302652995,80.93287302652995,Bronx,6
2011-07-31,36005,78.59969083724484,88.998044906124,88.998044906124,Bronx,7
2011-08-31,36005,74.0846934164724,83.47886165495842,83.47886165495842,Bronx,8
2011-09-30,36005,69.37621994018555,76.97717666625977,76.97717666625977,Bronx,9
2012-05-31,36005,64.30000046760806,72.53573140790385,72.53573140790385,Bronx,5
2012-06-30,36005,70.40153834025065,80.5640811920166,80.5640811920166,Bronx,6
2012-07-31,36005,78.04210908951298,88.98628948580834,88.98628948580834,Bronx,7
2012-08-31,36005,75.25305717222152,85.43508935743763,85.43508935743763,Bronx,8
2012-09-30,36005,67.52012036641439,77.75692647298177,77.75692647298177,Bronx,9
2013-05-31,36005,60.97559750464655,71.50446294969127,71.50446294969127,Bronx,5
2013-06-30,36005,71.28263918558757,81.33319905598958,81.33319905598958,Bronx,6
2013-07-31,36005,78.75943116218814,87.2399639006584,87.2399639006584,Bronx,7
2013-08-31,36005,73.31210720923639,82.7239980389995,82.7239980389995,Bronx,8
2013-09-30,36005,65.59783617655437,76.31334559122722,76.31334559122722,Bronx,9
2014-05-31,36005,62.155982478972405,72.26576983544135,72.26576983544135,Bronx,5
2014-06-30,36005,70.94698727925619,80.80183690388998,80.80183690388998,Bronx,6
2014-07-31,36005,75.30850835000315,84.57124673166582,84.57124673166582,Bronx,7
2014-08-31,36005,72.68070073281565,82.5850596274099,82.5850596274099,Bronx,8
2014-09-30,36005,68.50318349202475,78.35054677327474,78.35054677327474,Bronx,9
2015-05-31,36005,65.82587359028477,77.46406727452433,77.46406727452433,Bronx,5
2015-06-30,36005,69.71813468933105,78.30496368408203,78.30496368408203,Bronx,6
2015-07-31,36005,76.63660677017704,85.84939845915764,85.84939845915764,Bronx,7
2015-08-31,36005,76.57145346364668,87.05373800954511,87.05373800954511,Bronx,8
2015-09-30,36005,72.23475672403971,81.95376866658529,81.95376866658529,Bronx,9
2016-05-31,36005,61.17421119443832,70.08360905801096,70.08360905801096,Bronx,5
2016-06-30,36005,71.72376251220703,81.64354909261068,81.64354909261068,Bronx,6
2016-07-31,36005,77.95896320958292,88.24073668449155,88.24073668449155,Bronx,7
2016-08-31,36005,77.37364295221144,87.19082764656314,87.19082764656314,Bronx,8
2016-09-30,36005,70.3848658243815,80.02225646972656,80.02225646972656,Bronx,9
2017-05-31,36005,59.37865521830897,68.10881190146169,68.10881190146169,Bronx,5
2017-06-30,36005,69.59110272725424,80.32926597595215,80.32926597595215,Bronx,6
2017-07-31,36005,74.74212966426727,84.1938956476027,84.1938956476027,Bronx,7
2017-08-31,36005,71.3988638847105,81.02503671953755,81.02503671953755,Bronx,8
2017-09-30,36005,68.3640204111735,78.47995936075846,78.47995936075846,Bronx,9
2018-05-31,36005,64.9425312165291,75.08615235359439,75.08615235359439,Bronx,5
2018-06-30,36005,70.14205970764161,79.69489186604818,79.69489186604818,Bronx,6
2018-07-31,36005,77.58574012018019,87.20001909809727,87.20001909809727,Bronx,7
2018-08-31,36005,77.8240009430916,86.43243678923577,86.43243678923577,Bronx,8
2018-09-30,36005,69.57813707987468,76.61257464090983,76.61257464090983,Bronx,9
2019-05-31,36005,60.786266080794796,69.60550886584866,69.60550886584866,Bronx,5
2019-06-30,36005,70.32639083862304,80.39869715372721,80.39869715372721,Bronx,6
2019-07-31,36005,79.05957055860951,89.38837408250377,89.38837408250377,Bronx,7
2019-08-31,36005,74.83895307971585,84.50138559649068,84.50138559649068,Bronx,8
2019-09-30,36005,68.4576042175293,79.01591084798177,79.01591084798177,Bronx,9
2020-05-31,36005,59.5498536632907,70.39784351471931,70.39784351471931,Bronx,5
2020-06-30,36005,71.91711133321127,82.9677350362142,82.9677350362142,Bronx,6
2020-07-31,36005,79.67742698423324,89.69129328573904,89.69129328573904,Bronx,7
2020-08-31,36005,76.71605263986895,86.67627666842553,86.67627666842553,Bronx,8
2020-09-30,36005,67.36608047485352,77.21269200642904,77.21269200642904,Bronx,9
2000-05-31,36007,56.405103375834805,68.17006511072958,68.17006511072958,Broome,5
2000-06-30,36007,64.80626538594564,75.32846755981446,75.32846755981446,Broome,6
2000-07-31,36007,65.34431728239983,76.5845208937122,76.5845208937122,Broome,7
2000-08-31,36007,66.38190164873677,77.25244509789252,77.25244509789252,Broome,8
2000-09-30,36007,59.09209111531575,70.7291997273763,70.7291997273763,Broome,9
2001-05-31,36007,56.749102561704575,69.6047122093939,69.6047122093939,Broome,5
2001-06-30,36007,64.70554211934407,76.67752291361491,76.67752291361491,Broome,6
2001-07-31,36007,65.67789828392768,77.88130606374433,77.88130606374433,Broome,7
2001-08-31,36007,69.21887219336725,82.35640347388482,82.35640347388482,Broome,8
2001-09-30,36007,58.4871883392334,71.28010660807291,71.28010660807291,Broome,9
2002-05-31,36007,49.85783952282321,62.00604063464749,62.00604063464749,Broome,5
2002-06-30,36007,64.60086593627929,76.21150499979655,76.21150499979655,Broome,6
2002-07-31,36007,69.70974325364635,82.04658409856981,82.04658409856981,Broome,7
2002-08-31,36007,69.51213282923544,83.1933076920048,83.1933076920048,Broome,8
2002-09-30,36007,62.24031893412272,75.48309478759765,75.48309478759765,Broome,9
2003-05-31,36007,54.13098747499527,65.28309102212229,65.28309102212229,Broome,5
2003-06-30,36007,62.27803484598795,72.016867574056,72.016867574056,Broome,6
2003-07-31,36007,67.54509685885522,78.86142853767642,78.86142853767642,Broome,7
2003-08-31,36007,69.0143535983178,80.1071292508033,80.1071292508033,Broome,8
2003-09-30,36007,59.53112996419271,70.46757036844889,70.46757036844889,Broome,9
2004-05-31,36007,59.85563868861045,72.30424401067918,72.30424401067918,Broome,5
2004-06-30,36007,61.213605880737305,72.51255111694336,72.51255111694336,Broome,6
2004-07-31,36007,66.96399442611202,76.62705612182617,76.62705612182617,Broome,7
2004-08-31,36007,66.5413698996267,76.40380687098349,76.40380687098349,Broome,8
2004-09-30,36007,62.08196169535319,72.67439562479655,72.67439562479655,Broome,9
2005-05-31,36007,50.13168027324061,62.50572241506269,62.50572241506269,Broome,5
2005-06-30,36007,67.87117805480958,79.96028849283854,79.96028849283854,Broome,6
2005-07-31,36007,70.22737539968183,81.73763644310736,81.73763644310736,Broome,7
