date,fips,ave_precip,county
2010-01-06,36001,0.011731614042738718,Albany
2010-01-13,36001,0.09369188618646669,Albany
2010-01-20,36001,0.17333513262149478,Albany
2010-01-27,36001,0.012838837025421006,Albany
2010-02-03,36001,0.014976171510560172,Albany
2010-02-10,36001,0.02546590566635132,Albany
2010-02-17,36001,0.06644946594523,Albany
2010-02-24,36001,0.6043252764336232,Albany
2010-03-03,36001,0.0028358044884433703,Albany
2010-03-10,36001,0.15808008664420672,Albany
2010-03-17,36001,0.1950899324199002,Albany
2010-03-24,36001,0.10022407886572182,Albany
2010-03-31,36001,0.1830864070548809,Albany
2010-04-07,36001,0.0807451360992023,Albany
2010-04-14,36001,0.05180687616978373,Albany
2010-04-21,36001,0.04683739615471235,Albany
2010-04-28,36001,0.032241071990158944,Albany
2010-05-05,36001,0.15234609001449176,Albany
2010-05-12,36001,0.0964498905731099,Albany
2010-05-19,36001,0.03743720894999569,Albany
2010-05-26,36001,0.018176048328833922,Albany
2010-06-02,36001,0.22456978534215263,Albany
2010-06-09,36001,0.17689157201675698,Albany
2010-06-16,36001,0.06066480598279408,Albany
2010-06-23,36001,0.09844470396637917,Albany
2010-06-30,36001,0.0,Albany
2010-07-07,36001,0.07263674734609335,Albany
2010-07-14,36001,0.15474796754175,Albany
2010-07-21,36001,0.19000032558272192,Albany
2010-07-28,36001,0.001262183958845396,Albany
2010-08-04,36001,0.07789826625958085,Albany
2010-08-11,36001,0.06546618842652865,Albany
2010-08-18,36001,0.3589452686054366,Albany
2010-08-25,36001,0.010508320959550994,Albany
2010-09-01,36001,0.0011558097654155322,Albany
2010-09-08,36001,0.01731566357401399,Albany
2010-09-15,36001,0.021605670269179558,Albany
2010-09-22,36001,0.07427684856312615,Albany
2010-09-29,36001,0.8476706531915364,Albany
2010-10-06,36001,0.2155612131048526,Albany
2010-10-13,36001,0.2202839051533374,Albany
2010-10-20,36001,0.08520293691877409,Albany
2010-10-27,36001,0.11438678683979171,Albany
2010-11-03,36001,0.20818625648826128,Albany
2010-11-10,36001,0.0008729650040290185,Albany
2010-11-17,36001,0.10721675007204924,Albany
2010-11-24,36001,0.03688988625071943,Albany
2010-12-01,36001,0.3403693426917016,Albany
2010-12-08,36001,0.16519487709073083,Albany
2010-12-15,36001,0.013597542042719266,Albany
2010-12-22,36001,0.09046654163726739,Albany
2010-12-29,36001,0.007273752142542175,Albany
2011-01-05,36001,0.04459225033809032,Albany
2011-01-12,36001,0.13325446205479757,Albany
2011-01-19,36001,0.1582000754673832,Albany
2011-01-26,36001,0.041560440590339046,Albany
2011-02-02,36001,0.2621557244232723,Albany
2011-02-09,36001,0.013756158746478573,Albany
2011-02-16,36001,0.02612411044538021,Albany
2011-02-23,36001,0.22841602404202735,Albany
2011-03-02,36001,0.33448142438594786,Albany
2011-03-09,36001,0.2957758126514299,Albany
2011-03-16,36001,0.04876461954388235,Albany
2011-03-23,36001,0.018061024822860157,Albany
2011-03-30,36001,0.1373619501412447,Albany
2011-04-06,36001,0.03287773512836013,Albany
2011-04-13,36001,0.22250278453741754,Albany
2011-04-20,36001,0.21345495459224498,Albany
2011-04-27,36001,0.11679723486304283,Albany
2011-05-04,36001,0.13150334686672846,Albany
2011-05-11,36001,0.2661478191980028,Albany
2011-05-18,36001,0.26481812201174243,Albany
2011-05-25,36001,0.03935876752361115,Albany
2011-06-01,36001,0.0033878867647477557,Albany
2011-06-08,36001,0.2631767984878804,Albany
2011-06-15,36001,0.04409790391634617,Albany
2011-06-22,36001,0.30778973762478146,Albany
2011-06-29,36001,0.17089981266430446,Albany
2011-07-06,36001,0.07677355302231652,Albany
2011-07-13,36001,0.026134187887821878,Albany
2011-07-20,36001,0.1042539440760655,Albany
2011-07-27,36001,0.0907008362534855,Albany
2011-08-03,36001,0.1112313410599849,Albany
2011-08-10,36001,0.45327435939439703,Albany
2011-08-17,36001,0.08379829275820937,Albany
2011-08-24,36001,1.1600761360355787,Albany
